City Name,City ID,country,Temperature,Humidity,Cloudiness,Wind Speed,Lat,Lng,Date
mecca,104515,SA,88.34,27,2,3.94,21.4267,39.8261,1620274754
husavik,2629833,IS,32.0,74,90,5.75,66.0449,-17.3389,1620274920
aguascalientes,4019233,MX,73.4,31,1,18.41,21.8833,-102.3,1620274664
sosnovo-ozerskoye,2016216,RU,45.23,44,99,10.38,52.5249,111.5418,1620274920
mehamn,778707,NO,33.8,86,90,2.3,71.0357,27.8492,1620274921
okhotsk,2122605,RU,36.55,84,100,6.44,59.3833,143.3,1620274921
kendari,1640344,ID,80.87,83,95,2.28,-3.945,122.4989,1620274922
santa isabel do rio negro,3662489,BR,72.1,97,82,2.3,-0.4139,-65.0192,1620274922
teahupoo,4033543,PF,84.09,70,75,5.75,-17.8333,-149.2667,1620274922
gat,293842,IL,68.0,63,14,3.58,31.61,34.7642,1620274805
tianpeng,1792916,CN,74.19,64,40,2.24,30.9866,103.9393,1620274689
parabel,1495586,RU,64.58,41,39,12.88,58.6978,81.4825,1620274923
kandi,2393693,BJ,80.76,58,62,9.01,11.1342,2.9386,1620274923
pangai,4032369,TO,78.8,83,75,10.36,-19.8,-174.35,1620274924
bud,4255151,US,44.33,57,1,3.44,39.447,-86.1758,1620274924
kargil,1267776,IN,42.51,56,19,3.02,34.5667,76.1,1620274924
berlevag,780687,NO,33.8,86,90,2.3,70.8578,29.0864,1620274925
burnie,2173125,AU,60.01,70,28,8.01,-41.0667,145.9167,1620274925
alofi,4036284,NU,77.0,100,75,3.44,-19.0595,-169.9187,1620274926
hampton,4762894,US,64.09,52,90,20.71,37.0299,-76.3452,1620274926
manyana,933416,BW,57.42,41,2,7.96,-23.4,21.7167,1620274926
teknaf,1185095,BD,89.28,48,87,4.36,20.8624,92.3058,1620274927
noumea,2139521,NC,84.2,54,0,5.75,-22.2763,166.4572,1620274927
barao de melgaco,3470871,BR,71.6,68,0,5.75,-16.1944,-55.9675,1620274928
mezen,527321,RU,32.47,72,100,8.28,65.8522,44.24,1620274928
capreol,5959803,CA,32.9,75,1,2.3,46.706,-80.9225,1620274928
sarangani,1687186,PH,83.75,75,92,21.56,5.4033,125.4636,1620274929
kahului,5847411,US,71.31,69,40,16.11,20.8947,-156.47,1620274929
fort nelson,5955902,CA,59.0,31,75,8.05,58.8053,-122.7002,1620274930
lingao,1803560,CN,85.51,66,96,3.44,19.9103,109.6859,1620274930
swan hill,2147756,AU,70.45,41,97,5.57,-35.3378,143.5544,1620274930
sakakah,102527,SA,73.4,20,0,6.91,29.9697,40.2064,1620274931
sept-iles,6144312,CA,39.52,100,90,8.05,50.2001,-66.3821,1620274931
atchison,4267733,US,54.99,76,20,8.05,39.563,-95.1216,1620274932
balikpapan,1650527,ID,81.28,83,96,3.27,-1.2675,116.8289,1620274789
navahrudak,624785,BY,41.38,87,100,12.41,53.6,25.8333,1620274932
meulaboh,1214488,ID,79.81,82,100,5.64,4.1363,96.1285,1620274933
namibe,3347019,AO,72.28,87,100,2.19,-15.1961,12.1522,1620274933
karabulak,552951,RU,48.02,81,4,4.47,43.3036,44.8964,1620274933
aja,361702,EG,69.33,49,7,3.42,30.9415,31.2915,1620274934
homer,5864145,US,40.66,70,75,10.36,59.6425,-151.5483,1620274934
kosino,544119,RU,39.02,74,51,11.14,58.4127,51.2782,1620274935
imbituba,3461370,BR,64.4,94,75,9.22,-28.24,-48.6703,1620274935
dasol,1715427,PH,96.62,40,85,5.08,15.9902,119.8828,1620274935
kaiu,589115,EE,38.21,100,90,5.75,59.0129,25.0551,1620274936
olafsvik,3414079,IS,34.41,66,23,12.95,64.8945,-23.7142,1620274936
rypin,3086511,PL,41.5,95,100,1.01,53.066,19.4094,1620274937
shubarkuduk,608271,KZ,52.61,48,52,11.16,49.1447,56.4872,1620274937
labuhan,8079926,ID,87.24,64,94,2.39,-6.8844,112.2051,1620274937
shirvan,409417,AZ,54.28,83,98,3.98,39.9509,48.8994,1620274938
upernavik,3418910,GL,16.99,73,23,6.04,72.7868,-56.1549,1620274938
oppdal,3143513,NO,20.73,79,34,5.41,62.5943,9.6912,1620274939
clyde river,5924351,CA,10.4,100,1,4.61,70.4692,-68.5914,1620274939
fort saint james,5881688,CA,47.08,57,100,4.97,54.4333,-124.25,1620274939
humberto de campos,3398428,BR,73.49,93,98,2.08,-2.5983,-43.4611,1620274940
opuwo,3354077,NA,65.86,68,96,1.66,-18.0607,13.84,1620274940
ilan,1674199,TW,79.32,78,75,11.5,24.757,121.753,1620274941
toora-khem,1489401,RU,53.04,40,17,2.77,52.4675,96.11,1620274941
kirakira,2178753,SB,84.87,69,100,4.56,-10.4544,161.9205,1620274942
ardakan,143073,IR,75.2,27,20,6.91,32.31,54.0175,1620274687
manokwari,1636308,ID,84.04,71,45,6.29,-0.8667,134.0833,1620274942
spiez,2658536,CH,42.08,70,75,5.75,46.6847,7.6911,1620274943
fez,2548885,MA,53.6,94,20,4.61,34.0372,-4.9998,1620274943
nurota,1513087,UZ,73.4,38,70,4.61,40.5614,65.6886,1620274944
banki,1277273,IN,90.19,58,20,13.8,20.3833,85.5333,1620274944
abu dhabi,292968,AE,82.63,74,0,2.3,24.4667,54.3667,1620274738
barra patuca,3614835,HN,80.38,76,37,12.64,15.8,-84.2833,1620274945
vardo,777019,NO,30.2,93,75,8.05,70.3705,31.1107,1620274945
lianzhou,1803841,CN,79.45,81,100,2.64,24.7811,112.3825,1620274946
uvat,1487939,RU,50.45,70,96,16.67,59.1433,68.8953,1620274946
tam ky,1567148,VN,91.4,58,20,10.36,15.5667,108.4833,1620274946
bam,141736,IR,75.7,35,1,1.25,29.106,58.357,1620274947
isla mujeres,3526756,MX,80.62,78,20,6.91,21.2311,-86.731,1620274947
tessalit,2449893,ML,82.72,16,0,8.12,20.1986,1.0114,1620274947
takoradi,2294915,GH,79.34,80,97,6.55,4.8845,-1.7554,1620274948
vryburg,942511,ZA,53.83,46,0,6.96,-26.9566,24.7284,1620274948
gorgan,132892,IR,62.6,94,90,3.06,36.8387,54.4348,1620274949
chinhoyi,893697,ZW,52.79,70,2,4.14,-17.3667,30.2,1620274949
cervo,3125287,ES,59.0,76,100,1.99,43.6702,-7.4101,1620274949
aklavik,5882953,CA,24.8,80,100,8.05,68.2191,-135.0107,1620274950
jarvakandi,591965,EE,39.0,100,100,1.01,58.7789,24.8258,1620274950
biltine,244878,TD,84.72,29,36,3.49,14.5333,20.9167,1620274951
xichang,1789647,CN,68.95,63,88,4.12,27.8964,102.2634,1620274951
sioux lookout,6148373,CA,33.8,86,75,3.22,50.1001,-91.917,1620274951
puerto madero,3520989,MX,75.2,100,75,4.61,14.7208,-92.4215,1620274952
charkhari,1274574,IN,89.6,45,55,9.48,25.4,79.75,1620274952
ambilobe,1082243,MG,74.86,91,6,2.57,-13.2,49.05,1620274936
yerbogachen,2012956,RU,38.95,56,100,7.05,61.2767,108.0108,1620274953
sola,2134814,VU,89.6,74,75,2.3,-13.8833,167.55,1620274953
salalah,286621,OM,86.0,74,75,3.44,17.0151,54.0924,1620274953
boende,218680,CD,70.79,96,100,2.66,-0.2167,20.8667,1620274954
ust-kut,2013923,RU,41.52,67,91,7.0,56.7938,105.7672,1620274954
sao marcos,3448533,BR,53.01,99,100,3.0,-28.9711,-51.0681,1620274955
umm kaddadah,364933,SD,77.65,40,54,4.23,13.6017,26.6876,1620274955
vila velha,3445026,BR,68.0,100,0,5.68,-20.3297,-40.2925,1620274830
imeni poliny osipenko,2023584,RU,34.99,95,100,14.61,52.4201,136.4853,1620274956
north bay,6089426,CA,37.15,75,1,4.61,46.3168,-79.4663,1620274766
sao felix do xingu,3388847,BR,70.52,98,99,1.25,-6.6447,-51.995,1620274956
batemans bay,2176639,AU,63.01,90,100,3.0,-35.7167,150.1833,1620274957
santa barbara,5392967,US,60.21,72,1,3.44,34.7333,-120.0343,1620274493
kokopo,2093685,PG,83.17,76,82,2.15,-4.352,152.2633,1620274958
xingtai,1788927,CN,93.29,5,0,21.34,37.0631,114.4942,1620274958
ostersund,2685750,SE,27.82,74,40,8.05,63.1792,14.6357,1620274958
the valley,3573374,AI,77.94,73,40,10.36,18.217,-63.0578,1620274959
yulara,6355222,AU,80.6,22,100,5.75,-25.2406,130.9889,1620274959
alekseyevka,582956,RU,50.05,71,99,9.08,50.6309,38.6903,1620274960
komsomolskiy,1513491,UZ,69.8,73,100,4.61,40.4272,71.7189,1620274960
furano,2128147,JP,64.4,42,75,18.41,43.2818,142.4743,1620274960
esna,355449,EG,75.2,25,0,4.56,25.2934,32.554,1620274961
talnakh,1490256,RU,27.48,90,87,4.72,69.4865,88.3972,1620274961
piranshahr,121110,IR,58.87,69,68,0.51,36.701,45.1413,1620274962
cassilandia,3466750,BR,65.01,38,4,2.37,-19.1133,-51.7342,1620274962
nishihara,1855342,JP,78.6,88,90,8.05,26.1842,127.7558,1620274962
mineros,3910343,BO,59.0,67,75,20.71,-17.1167,-63.2333,1620274963
tokur,2015217,RU,30.97,79,100,6.76,53.1333,132.9,1620274963
asau,686090,RO,55.99,50,94,5.82,46.4333,26.4,1620274964
tautira,4033557,PF,84.09,70,75,5.75,-17.7333,-149.15,1620274964
yabrud,162627,SY,61.32,42,0,13.8,33.9674,36.6574,1620274964
half moon bay,5354943,US,51.94,93,90,5.48,37.4636,-122.4286,1620274965
kavaratti,1267390,IN,84.6,69,91,1.43,10.5669,72.642,1620274965
camacha,2270385,PT,62.6,77,40,6.91,33.0833,-16.3333,1620274965
mitsamiouli,921786,KM,77.0,73,20,14.97,-11.3847,43.2844,1620274966
chaman,1181611,PK,72.72,31,92,3.56,30.9236,66.4512,1620274966
kununurra,2068110,AU,93.2,27,0,11.5,-15.7667,128.7333,1620274967
camana,3945985,PE,66.81,89,74,7.16,-16.6228,-72.7111,1620274967
high level,5975004,CA,53.6,50,20,3.42,58.5169,-117.136,1620274967
katobu,1640972,ID,82.26,80,100,3.56,-4.9408,122.5276,1620274968
fasa,134721,IR,68.0,40,0,1.36,28.9383,53.6482,1620274968
vasudevanallur,1253357,IN,85.87,64,14,4.21,9.2333,77.4167,1620274969
alcaniz,3130606,ES,50.95,60,52,1.99,41.05,-0.1333,1620274969
tamayong,1681543,PH,91.4,62,40,11.5,7.1331,125.3797,1620274969
nome,5870133,US,38.7,60,1,4.61,64.5011,-165.4064,1620274970
sangar,2017215,RU,42.21,79,100,4.68,63.9242,127.4739,1620274970
inhambane,1045114,MZ,59.0,94,20,3.91,-23.865,35.3833,1620274854
huarmey,3939168,PE,66.99,87,70,6.33,-10.0681,-78.1522,1620274971
kouvola,650859,FI,37.18,93,90,5.75,60.8667,26.7,1620274971
pokhara,1282898,NP,72.57,57,89,3.06,28.2333,83.9833,1620274972
whitehorse,6180550,CA,48.6,29,90,4.61,60.7161,-135.0538,1620274972
oktyabrskoye,515805,RU,48.02,81,2,4.47,43.0645,44.7417,1620274972
klyuchi,1503153,RU,67.12,43,100,13.31,52.2667,79.1667,1620274973
la palma,5364022,US,61.54,94,75,9.22,33.8464,-118.0467,1620274973
kyra,2021041,RU,48.0,37,100,16.78,49.5776,111.9753,1620274973
salinas,5391295,US,52.12,82,90,8.05,36.6777,-121.6555,1620274824
quatre cocos,1106643,MU,78.75,94,40,5.21,-20.2078,57.7625,1620274974
shitanjing,1794971,CN,48.04,15,0,24.14,39.2342,106.3439,1620274974
abu samrah,172515,SY,66.9,49,70,14.18,35.3029,37.1841,1620274975
svilengrad,726546,BG,54.0,84,58,5.5,41.7667,26.2,1620274975
sao joao da barra,3448903,BR,72.61,86,0,7.45,-21.6403,-41.0511,1620274976
attock,1184249,PK,81.0,54,44,1.99,33.7695,72.3611,1620274976
ardatov,581186,RU,49.53,80,54,10.36,55.2421,43.097,1620274976
atambua,1651103,ID,82.53,64,40,1.95,-9.1061,124.8925,1620274875
severnyy,496358,RU,51.8,62,0,8.95,50.677,36.5532,1620274977
saint-augustin,6137462,CA,40.53,81,98,13.4,51.226,-58.6502,1620274707
loukhi,533964,RU,31.5,80,100,3.87,66.0764,33.0381,1620274977
peniche,2264923,PT,57.09,90,23,4.0,39.3558,-9.3811,1620274978
pucallpa,3693345,PE,72.5,97,100,1.72,-8.3791,-74.5539,1620274978
havre-saint-pierre,5972291,CA,39.2,87,90,2.3,50.2334,-63.5986,1620274979
kantunilkin,3822702,MX,80.29,78,20,6.91,21.0917,-87.45,1620274979
mimoso do sul,3457161,BR,67.84,90,0,2.82,-21.0642,-41.3664,1620274980
mashhad,124665,IR,64.4,72,20,11.5,36.297,59.6062,1620274826
la reforma,4000490,MX,69.91,83,0,3.87,25.0833,-108.05,1620274980
adrar,2381972,MR,70.9,19,5,10.78,20.5022,-10.0711,1620274980
iracoubo,3381428,GF,76.73,85,100,5.82,5.4802,-53.2011,1620274981
makir,1978438,PH,90.95,52,100,6.91,7.0308,124.3042,1620274981
noyabrsk,1496503,RU,42.19,96,100,22.35,63.1994,75.4507,1620274909
kerchevskiy,551047,RU,36.81,87,100,11.45,59.946,56.2884,1620274982
nanning,1799869,CN,80.6,74,90,2.24,22.8167,108.3167,1620274982
zhuhai,1790437,CN,82.11,78,20,11.5,22.2769,113.5678,1620274983
tahoua,2439376,NE,79.36,20,48,2.44,14.8888,5.2692,1620274983
porbandar,1259395,IN,87.35,58,3,10.74,21.6422,69.6093,1620274983
nouadhibou,2377457,MR,64.4,82,0,21.85,20.931,-17.0347,1620274984
opotiki,2208332,NZ,66.0,62,79,4.0,-38.0833,177.2833,1620274984
owando,2255542,CG,69.73,95,100,2.55,-0.4819,15.8999,1620274985
vancouver,6173331,CA,55.69,87,75,8.05,49.2497,-123.1193,1620274460
alice springs,2077895,AU,75.33,11,95,6.91,-23.7,133.8833,1620274985
yakeshi,2033536,CN,52.14,38,49,9.4,49.2833,120.7333,1620274985
koundara,2418596,GN,75.58,56,58,6.31,12.4833,-13.3,1620274986
mount pleasant,4588165,US,72.99,83,1,4.61,32.7941,-79.8626,1620274880
superior,5275191,US,37.71,69,1,4.88,46.7208,-92.1041,1620274987
pak phanang,1608033,TH,84.2,79,40,6.91,8.3511,100.202,1620274987
vila do maio,3374120,CV,69.8,78,20,14.97,15.1333,-23.2167,1620274987
maarianhamina,3041732,AX,39.2,93,90,4.61,60.0973,19.9348,1620274988
tabas,113659,IR,76.89,30,62,1.92,33.5959,56.9244,1620274988
tezu,1254709,IN,71.73,90,100,0.72,27.9167,96.1667,1620274989
toamasina,1053384,MG,77.0,88,40,8.05,-18.1667,49.3833,1620274989
